Entity,Code,Year,CO2 mitigation curves to meet a 2C target
Start in 2016,,2041,20535110000
Start in 2016,,2042,19616453000
Start in 2016,,2043,18726042000
Start in 2016,,2044,17864400000
Start in 2016,,2045,17031849000
Start in 2016,,2046,16228523000
Start in 2016,,2047,15454396000
Start in 2016,,2048,14709303000
Start in 2016,,2049,13992960000
Start in 2016,,2050,13304983000
Start in 2016,,2051,12644896000
Start in 2016,,2052,12012161000
Start in 2016,,2053,11406171000
Start in 2016,,2054,10826273000
Start in 2016,,2055,10271778000
Start in 2016,,2056,9741962000
Start in 2016,,2057,9236081000
Start in 2016,,2058,8753372000
Start in 2016,,2059,8293065000
Start in 2016,,2060,7854384000
Start in 2016,,2061,7436551000
Start in 2016,,2062,7038793000
Start in 2016,,2063,6660340700
Start in 2016,,2064,6300437000
Start in 2016,,2065,5958336000
Start in 2016,,2066,5633305000
Start in 2016,,2067,5324627000
Start in 2016,,2068,5031602700
Start in 2016,,2069,4753549300
Start in 2016,,2070,4489805300
Start in 2016,,2071,4239725000
Start in 2016,,2072,4002688000
Start in 2016,,2073,3778091000
Start in 2016,,2074,3565350100
Start in 2016,,2075,3363905800
Start in 2016,,2076,3173217000
Start in 2016,,2077,2992763100
Start in 2016,,2078,2822045200
Start in 2016,,2079,2660579800
Start in 2016,,2080,2507911000
Start in 2016,,2081,2363594000
Start in 2016,,2082,2227209200
Start in 2016,,2083,2098349000
Start in 2016,,2084,1976630000
Start in 2016,,2085,1861682000
Start in 2016,,2086,1753152000
Start in 2016,,2087,1650705000
Start in 2016,,2088,1554019000
Start in 2016,,2089,1462790900
Start in 2016,,2090,1376728000
Start in 2016,,2091,1295554000
Start in 2016,,2092,1219006000
Start in 2016,,2093,1146832900
Start in 2016,,2094,1078798100
Start in 2016,,2095,1014673900
Start in 2016,,2096,954247000
Start in 2016,,2097,897313000
Start in 2016,,2098,843678000
Start in 2016,,2099,793160000
Start in 2016,,2100,745585000
Start in 2017,,2017,41193000000
Start in 2017,,2018,41270650000
Start in 2017,,2019,41134817000
Start in 2017,,2020,40815070000
Start in 2017,,2021,40337875000
Start in 2017,,2022,39726880000
Start in 2017,,2023,39003200000
Start in 2017,,2024,38185644000
Start in 2017,,2025,37290940000
Start in 2017,,2026,36333933000
Start in 2017,,2027,35327750000
Start in 2017,,2028,34284003000
Start in 2017,,2029,33212914000
Start in 2017,,2030,32123440000
Start in 2017,,2031,31023432000
Start in 2017,,2032,29919726000
Start in 2017,,2033,28818250000
Start in 2017,,2034,27724118000
Start in 2017,,2035,26641717000
Start in 2017,,2036,25574785000
Start in 2017,,2037,24526473000
Start in 2017,,2038,23499418000
Start in 2017,,2039,22495795000
Start in 2017,,2040,21517367000
Start in 2017,,2041,20565537000
Start in 2017,,2042,19641383000
Start in 2017,,2043,18745709000
Start in 2017,,2044,17879063000
Start in 2017,,2045,17041779000
Start in 2017,,2046,16233999000
Start in 2017,,2047,15455706000
Start in 2017,,2048,14706736000
Start in 2017,,2049,13986803000
Start in 2017,,2050,13295518000
Start in 2017,,2051,12632403000
Start in 2017,,2052,11996909000
Start in 2017,,2053,11388419000
Start in 2017,,2054,10806274000
Start in 2017,,2055,10249771000
Start in 2017,,2056,9718177000
Start in 2017,,2057,9210734000
Start in 2017,,2058,8726669000
Start in 2017,,2059,8265198600
Start in 2017,,2060,7825536000
Start in 2017,,2061,7406891000
Start in 2017,,2062,7008478000
Start in 2017,,2063,6629517300
Start in 2017,,2064,6269241000
Start in 2017,,2065,5926893000
Start in 2017,,2066,5601729000
Start in 2017,,2067,5293023000
Start in 2017,,2068,5000066000
Start in 2017,,2069,4722167000
Start in 2017,,2070,4458654700
Start in 2017,,2071,4208879000
Start in 2017,,2072,3972208000
Start in 2017,,2073,3748033000
Start in 2017,,2074,3535764000
Start in 2017,,2075,3334835000
Start in 2017,,2076,3144697900
Start in 2017,,2077,2964829000
Start in 2017,,2078,2794723000
Start in 2017,,2079,2633893000
Start in 2017,,2080,2481877000
Start in 2017,,2081,2338229000
Start in 2017,,2082,2202522000
Start in 2017,,2083,2074350100
Start in 2017,,2084,1953323000
Start in 2017,,2085,1839069000
Start in 2017,,2086,1731233900
Start in 2017,,2087,1629478000
Start in 2017,,2088,1533481000
Start in 2017,,2089,1442934000
Start in 2017,,2090,1357545000
Start in 2017,,2091,1277035900
Start in 2017,,2092,1201143000
Start in 2017,,2093,1129614000
Start in 2017,,2094,1062210000
Start in 2017,,2095,998704000
Start in 2017,,2096,938882000
Start in 2017,,2097,882538940
Start in 2017,,2098,829480000
Start in 2017,,2099,779523000
Start in 2017,,2100,732494000
Start in 2018,,2018,42101180000
Start in 2018,,2019,42173555000
Start in 2018,,2020,42003796000
Start in 2018,,2021,41627410000
Start in 2018,,2022,41075966000
Start in 2018,,2023,40377490000
Start in 2018,,2024,39556813000
Start in 2018,,2025,38635893000
Start in 2018,,2026,37634105000
Start in 2018,,2027,36568506000
Start in 2018,,2028,35454050000
Start in 2018,,2029,34303857000
Start in 2018,,2030,33129333000
Start in 2018,,2031,31940418000
Start in 2018,,2032,30745700000
Start in 2018,,2033,29552572000
Start in 2018,,2034,28367368000
Start in 2018,,2035,27195470000
Start in 2018,,2036,26041414000
Start in 2018,,2037,24909003000
Start in 2018,,2038,23801367000
Start in 2018,,2039,22721057000
Start in 2018,,2040,21670110000
Start in 2018,,2041,20650107000
Start in 2018,,2042,19662240000
Start in 2018,,2043,18707347000
Start in 2018,,2044,17785973000
Start in 2018,,2045,16898392000
Start in 2018,,2046,16044659000
Start in 2018,,2047,15224634000
Start in 2018,,2048,14438011000
Start in 2018,,2049,13684344000
Start in 2018,,2050,12963071000
Start in 2018,,2051,12273531000
Start in 2018,,2052,11614982000
Start in 2018,,2053,10986621000
Start in 2018,,2054,10387590000
Start in 2018,,2055,9816993000
Start in 2018,,2056,9273907000
Start in 2018,,2057,8757391000
Start in 2018,,2058,8266488300
Start in 2018,,2059,7800240000
Start in 2018,,2060,7357689000
Start in 2018,,2061,6937883600
Start in 2018,,2062,6539886000
Start in 2018,,2063,6162768000
Start in 2018,,2064,5805621000
Start in 2018,,2065,5467557000
Start in 2018,,2066,5147710000
Start in 2018,,2067,4845236700
Start in 2018,,2068,4559319000
Start in 2018,,2069,4289165000
Start in 2018,,2070,4034008000
Start in 2018,,2071,3793110000
Start in 2018,,2072,3565758000
Start in 2018,,2073,3351269000
Start in 2018,,2074,3148984000
Start in 2018,,2075,2958273800
Start in 2018,,2076,2778532900
Start in 2018,,2077,2609183000
Start in 2018,,2078,2449672000
Start in 2018,,2079,2299470800
Start in 2018,,2080,2158078000
Start in 2018,,2081,2025010000
Start in 2018,,2082,1899812000
Start in 2018,,2083,1782047000
Start in 2018,,2084,1671302000
Start in 2018,,2085,1567182000
Start in 2018,,2086,1469315100
Start in 2018,,2087,1377346000
Start in 2018,,2088,1290937000
Start in 2018,,2089,1209770000
Start in 2018,,2090,1133543000
Start in 2018,,2091,1061969000
Start in 2018,,2092,994777000
Start in 2018,,2093,931711040
Start in 2018,,2094,872528960
Start in 2018,,2095,817000000
Start in 2018,,2096,764909950
Start in 2018,,2097,716053000
Start in 2018,,2098,670235000
Start in 2018,,2099,627276000
Start in 2018,,2100,587003000
Start in 2019,,2019,42332380000
Start in 2019,,2020,42394640000
Start in 2019,,2021,42194792000
Start in 2019,,2022,41772958000
Start in 2019,,2023,41164610000
Start in 2019,,2024,40401084000
Start in 2019,,2025,39509963000
Start in 2019,,2026,38515524000
Start in 2019,,2027,37439025000
Start in 2019,,2028,36299084000
Start in 2019,,2029,35111916000
Start in 2019,,2030,33891617000
Start in 2019,,2031,32650383000
Start in 2019,,2032,31398724000
Start in 2019,,2033,30145657000
Start in 2019,,2034,28898863000
Start in 2019,,2035,27664847000
Start in 2019,,2036,26449074000
Start in 2019,,2037,25256083000
Start in 2019,,2038,24089606000
Start in 2019,,2039,22952667000
Start in 2019,,2040,21847658000
Start in 2019,,2041,20776428000
Start in 2019,,2042,19740353000
Start in 2019,,2043,18740390000
Start in 2019,,2044,17777142000
Start in 2019,,2045,16850901000
Start in 2019,,2046,15961694000
Start in 2019,,2047,15109331000
Start in 2019,,2048,14293420000
Start in 2019,,2049,13513417000
Start in 2019,,2050,12768639000
Start in 2019,,2051,12058301000
Start in 2019,,2052,11381523000
Start in 2019,,2053,10737360000
Start in 2019,,2054,10124809000
Start in 2019,,2055,9542831000
Start in 2019,,2056,8990356000
Start in 2019,,2057,8466299000
Start in 2019,,2058,7969564700
Start in 2019,,2059,7499060000
Start in 2019,,2060,7053695000
Start in 2019,,2061,6632392700
Start in 2019,,2062,6234094000
Start in 2019,,2063,5857758000
Start in 2019,,2064,5502368000
Start in 2019,,2065,5166933000
Start in 2019,,2066,4850490000
Start in 2019,,2067,4552108000
Start in 2019,,2068,4270883000
Start in 2019,,2069,4005945000
Start in 2019,,2070,3756456000
Start in 2019,,2071,3521610000
Start in 2019,,2072,3300632800
Start in 2019,,2073,3092783900
Start in 2019,,2074,2897353000
Start in 2019,,2075,2713661000
Start in 2019,,2076,2541060900
Start in 2019,,2077,2378935000
Start in 2019,,2078,2226695200
Start in 2019,,2079,2083781000
Start in 2019,,2080,1949661000
Start in 2019,,2081,1823828000
Start in 2019,,2082,1705803000
Start in 2019,,2083,1595130000
Start in 2019,,2084,1491377000
Start in 2019,,2085,1394135000
Start in 2019,,2086,1303019000
Start in 2019,,2087,1217661000
Start in 2019,,2088,1137715000
Start in 2019,,2089,1062855940
Start in 2019,,2090,992773000
Start in 2019,,2091,927176000
Start in 2019,,2092,865789000
Start in 2019,,2093,808354940
Start in 2019,,2094,754627000
Start in 2019,,2095,704377000
Start in 2019,,2096,657387970
Start in 2019,,2097,613455000
Start in 2019,,2098,572388000
Start in 2019,,2099,534003970
Start in 2019,,2100,498136000
Start in 2020,,2020,42332380000
Start in 2020,,2021,42433516000
Start in 2020,,2022,42242494000
Start in 2020,,2023,41805810000
Start in 2020,,2024,41164386000
Start in 2020,,2025,40354110000
Start in 2020,,2026,39406424000
Start in 2020,,2027,38348796000
Start in 2020,,2028,37205144000
Start in 2020,,2029,35996246000
Start in 2020,,2030,34740097000
Start in 2020,,2031,33452190000
Start in 2020,,2032,32145848000
Start in 2020,,2033,30832431000
Start in 2020,,2034,29521598000
Start in 2020,,2035,28221490000
Start in 2020,,2036,26938910000
Start in 2020,,2037,25679507000
Start in 2020,,2038,24447896000
Start in 2020,,2039,23247792000
Start in 2020,,2040,22082134000
Start in 2020,,2041,20953186000
Start in 2020,,2042,19862612000
Start in 2020,,2043,18811572000
Start in 2020,,2044,17800794000
Start in 2020,,2045,16830624000
Start in 2020,,2046,15901091000
Start in 2020,,2047,15011958000
Start in 2020,,2048,14162759000
Start in 2020,,2049,13352840000
Start in 2020,,2050,12581394000
Start in 2020,,2051,11847484000
Start in 2020,,2052,11150082000
Start in 2020,,2053,10488072000
Start in 2020,,2054,9860284000
Start in 2020,,2055,9265510000
Start in 2020,,2056,8702510000
Start in 2020,,2057,8170027500
Start in 2020,,2058,7666806300
Start in 2020,,2059,7191591000
Start in 2020,,2060,6743139000
Start in 2020,,2061,6320227300
Start in 2020,,2062,5921652700
Start in 2020,,2063,5546244000
Start in 2020,,2064,5192856600
Start in 2020,,2065,4860382000
Start in 2020,,2066,4547747300
Start in 2020,,2067,4253915000
Start in 2020,,2068,3977887000
Start in 2020,,2069,3718703900
Start in 2020,,2070,3475444000
Start in 2020,,2071,3247226000
Start in 2020,,2072,3033206000
Start in 2020,,2073,2832580000
Start in 2020,,2074,2644578800
Start in 2020,,2075,2468472800
Start in 2020,,2076,2303565000
Start in 2020,,2077,2149197000
Start in 2020,,2078,2004740000
Start in 2020,,2079,1869601000
Start in 2020,,2080,1743216000
Start in 2020,,2081,1625053000
Start in 2020,,2082,1514608000
Start in 2020,,2083,1411404900
Start in 2020,,2084,1314993900
Start in 2020,,2085,1224951000
Start in 2020,,2086,1140877000
Start in 2020,,2087,1062394050
Start in 2020,,2088,989148000
Start in 2020,,2089,920804030
Start in 2020,,2090,857048960
Start in 2020,,2091,797586050
Start in 2020,,2092,742139000
Start in 2020,,2093,690447000
Start in 2020,,2094,642264000
Start in 2020,,2095,597361000
Start in 2020,,2096,555522050
Start in 2020,,2097,516546020
Start in 2020,,2098,480242020
Start in 2020,,2099,446433000
Start in 2020,,2100,414954020
Start in 2021,,2021,42332380000
Start in 2021,,2022,42450026000
Start in 2021,,2023,42247696000
Start in 2021,,2024,41778442000
Start in 2021,,2025,41088655000
Start in 2021,,2026,40218804000
Start in 2021,,2027,39204102000
Start in 2021,,2028,38075110000
Start in 2021,,2029,36858278000
Start in 2021,,2030,35576394000
Start in 2021,,2031,34249046000
Start in 2021,,2032,32892983000
Start in 2021,,2033,31522447000
Start in 2021,,2034,30149497000
Start in 2021,,2035,28784253000
Start in 2021,,2036,27435153000
Start in 2021,,2037,26109161000
Start in 2021,,2038,24811948000
Start in 2021,,2039,23548072000
Start in 2021,,2040,22321115000
Start in 2021,,2041,21133822000
Start in 2021,,2042,19988210000
Start in 2021,,2043,18885683000
Start in 2021,,2044,17827107000
Start in 2021,,2045,16812895000
Start in 2021,,2046,15843082000
Start in 2021,,2047,14917384000
Start in 2021,,2048,14035247000
Start in 2021,,2049,13195899000
Start in 2021,,2050,12398388000
Start in 2021,,2051,11641619000
Start in 2021,,2052,10924389000
Start in 2021,,2053,10245403000
Start in 2021,,2054,9603303000
Start in 2021,,2055,8996695000
Start in 2021,,2056,8424153000
Start in 2021,,2057,7884242000
Start in 2021,,2058,7375526000
Start in 2021,,2059,6896580000
Start in 2021,,2060,6445996000
Start in 2021,,2061,6022395000
Start in 2021,,2062,5624428000
Start in 2021,,2063,5250780000
Start in 2021,,2064,4900178000
Start in 2021,,2065,4571391000
Start in 2021,,2066,4263229000
Start in 2021,,2067,3974551800
Start in 2021,,2068,3704262100
Start in 2021,,2069,3451311000
Start in 2021,,2070,3214694100
Start in 2021,,2071,2993454000
Start in 2021,,2072,2786679000
Start in 2021,,2073,2593502000
Start in 2021,,2074,2413099000
Start in 2021,,2075,2244688100
Start in 2021,,2076,2087529900
Start in 2021,,2077,1940922000
Start in 2021,,2078,1804203000
Start in 2021,,2079,1676747000
Start in 2021,,2080,1557963000
Start in 2021,,2081,1447294000
Start in 2021,,2082,1344217000
Start in 2021,,2083,1248235900
Start in 2021,,2084,1158889100
Start in 2021,,2085,1075738000
Start in 2021,,2086,998373000
Start in 2021,,2087,926410050
Start in 2021,,2088,859487000
Start in 2021,,2089,797266000
Start in 2021,,2090,739429000
Start in 2021,,2091,685680000
Start in 2021,,2092,635739970
Start in 2021,,2093,589348030
Start in 2021,,2094,546261000
Start in 2021,,2095,506252000
Start in 2021,,2096,469108000
Start in 2021,,2097,434629000
Start in 2021,,2098,402631000
Start in 2021,,2099,372940000
Start in 2021,,2100,345394000
Start in 2022,,2022,42332380000
Start in 2022,,2023,42338177000
Start in 2022,,2024,42026332000
Start in 2022,,2025,41451745000
Start in 2022,,2026,40662196000
Start in 2022,,2027,39699173000
Start in 2022,,2028,38598580000
Start in 2022,,2029,37391413000
Start in 2022,,2030,36104348000
Start in 2022,,2031,34760230000
Start in 2022,,2032,33378548000
Start in 2022,,2033,31975860000
Start in 2022,,2034,30566136000
Start in 2022,,2035,29161079000
Start in 2022,,2036,27770431000
Start in 2022,,2037,26402206000
Start in 2022,,2038,25062926000
Start in 2022,,2039,23757826000
Start in 2022,,2040,22491000000
Start in 2022,,2041,21265600000
Start in 2022,,2042,20083930000
Start in 2022,,2043,18947594000
Start in 2022,,2044,17857587000
Start in 2022,,2045,16814397000
Start in 2022,,2046,15818079000
Start in 2022,,2047,14868327000
Start in 2022,,2048,13964539000
Start in 2022,,2049,13105869000
Start in 2022,,2050,12291273000
Start in 2022,,2051,11519549000
Start in 2022,,2052,10789376000
Start in 2022,,2053,10099337000
Start in 2022,,2054,9447955000
Start in 2022,,2055,8833702000
Start in 2022,,2056,8255028700
Start in 2022,,2057,7710375000
Start in 2022,,2058,7198185000
Start in 2022,,2059,6716918000
Start in 2022,,2060,6265055000
Start in 2022,,2061,5841110000
Start in 2022,,2062,5443635000
Start in 2022,,2063,5071220700
Start in 2022,,2064,4722507000
Start in 2022,,2065,4396179000
Start in 2022,,2066,4090973000
Start in 2022,,2067,3805677000
Start in 2022,,2068,3539129000
Start in 2022,,2069,3290220000
Start in 2022,,2070,3057894000
Start in 2022,,2071,2841144000
Start in 2022,,2072,2639012000
Start in 2022,,2073,2450593000
Start in 2022,,2074,2275026200
Start in 2022,,2075,2111496000
Start in 2022,,2076,1959236000
Start in 2022,,2077,1817519000
Start in 2022,,2078,1685660900
Start in 2022,,2079,1563015000
Start in 2022,,2080,1448976000
Start in 2022,,2081,1342971000
Start in 2022,,2082,1244463000
Start in 2022,,2083,1152950000
Start in 2022,,2084,1067958000
Start in 2022,,2085,989042000
Start in 2022,,2086,915789000
Start in 2022,,2087,847809000
Start in 2022,,2088,784738000
Start in 2022,,2089,726234050
Start in 2022,,2090,671981000
Start in 2022,,2091,621679040
Start in 2022,,2092,575053000
Start in 2022,,2093,531841000
Start in 2022,,2094,491802020
Start in 2022,,2095,454710980
Start in 2022,,2096,420357000
Start in 2022,,2097,388544000
Start in 2022,,2098,359090020
Start in 2022,,2099,331824000
Start in 2022,,2100,306588000
Start in 2023,,2023,42332380000
Start in 2023,,2024,42191204000
Start in 2023,,2025,41742594000
Start in 2023,,2026,41042153000
Start in 2023,,2027,40138040000
Start in 2023,,2028,39071846000
Start in 2023,,2029,37879407000
Start in 2023,,2030,36591470000
Start in 2023,,2031,35234320000
Start in 2023,,2032,33830349000
Start in 2023,,2033,32398502000
Start in 2023,,2034,30954756000
Start in 2023,,2035,29512458000
Start in 2023,,2036,28082692000
Start in 2023,,2037,26674565000
Start in 2023,,2038,25295464000
Start in 2023,,2039,23951313000
Start in 2023,,2040,22646740000
Start in 2023,,2041,21385290000
Start in 2023,,2042,20169566000
Start in 2023,,2043,19001367000
Start in 2023,,2044,17881817000
Start in 2023,,2045,16811472000
Start in 2023,,2046,15790400000
Start in 2023,,2047,14818275000
Start in 2023,,2048,13894440000
Start in 2023,,2049,13017970000
Start in 2023,,2050,12187727000
Start in 2023,,2051,11402400000
Start in 2023,,2052,10660549000
Start in 2023,,2053,9960634000
Start in 2023,,2054,9301051000
Start in 2023,,2055,8680146000
Start in 2023,,2056,8096244700
Start in 2023,,2057,7547665000
Start in 2023,,2058,7032732000
Start in 2023,,2059,6549790700
Start in 2023,,2060,6097214500
Start in 2023,,2061,5673414000
Start in 2023,,2062,5276844000
Start in 2023,,2063,4906006000
Start in 2023,,2064,4559453000
Start in 2023,,2065,4235795000
Start in 2023,,2066,3933694000
Start in 2023,,2067,3651871000
Start in 2023,,2068,3389106000
Start in 2023,,2069,3144234000
Start in 2023,,2070,2916146000
Start in 2023,,2071,2703790800
Start in 2023,,2072,2506173000
Start in 2023,,2073,2322346000
Start in 2023,,2074,2151417900
Start in 2023,,2075,1992547100
Start in 2023,,2076,1844938000
Start in 2023,,2077,1707843000
Start in 2023,,2078,1580558000
Start in 2023,,2079,1462420000
Start in 2023,,2080,1352808000
Start in 2023,,2081,1251137900
Start in 2023,,2082,1156864000
Start in 2023,,2083,1069474000
Start in 2023,,2084,988487000
Start in 2023,,2085,913455040
Start in 2023,,2086,843959000
Start in 2023,,2087,779606000
Start in 2023,,2088,720032000
Start in 2023,,2089,664893000
Start in 2023,,2090,613873000
Start in 2023,,2091,566674000
Start in 2023,,2092,523019000
Start in 2023,,2093,482651000
Start in 2023,,2094,445331000
Start in 2023,,2095,410835000
Start in 2023,,2096,378955000
Start in 2023,,2097,349498980
Start in 2023,,2098,322288000
Start in 2023,,2099,297155000
Start in 2023,,2100,273946000
Start in 2024,,2024,42332380000
Start in 2024,,2025,42146095000
Start in 2024,,2026,41633290000
Start in 2024,,2027,40855847000
Start in 2024,,2028,39867010000
Start in 2024,,2029,38712455000
Start in 2024,,2030,37431206000
Start in 2024,,2031,36056510000
Start in 2024,,2032,34616545000
Start in 2024,,2033,33135086000
Start in 2024,,2034,31632073000
Start in 2024,,2035,30124116000
Start in 2024,,2036,28624943000
Start in 2024,,2037,27145787000
Start in 2024,,2038,25695740000
Start in 2024,,2039,24282028000
Start in 2024,,2040,22910312000
Start in 2024,,2041,21584884000
Start in 2024,,2042,20308896000
Start in 2024,,2043,19084515000
Start in 2024,,2044,17913090000
Start in 2024,,2045,16795280000
Start in 2024,,2046,15731175000
Start in 2024,,2047,14720383000
Start in 2024,,2048,13762134000
Start in 2024,,2049,12855341000
Start in 2024,,2050,11998672000
Start in 2024,,2051,11190603000
Start in 2024,,2052,10429460000
Start in 2024,,2053,9713470000
Start in 2024,,2054,9040782000
Start in 2024,,2055,8409504000
Start in 2024,,2056,7817724400
Start in 2024,,2057,7263531000
Start in 2024,,2058,6745028000
Start in 2024,,2059,6260350500
Start in 2024,,2060,5807670300
Start in 2024,,2061,5385212000
Start in 2024,,2062,4991255000
Start in 2024,,2063,4624136700
Start in 2024,,2064,4282260000
Start in 2024,,2065,3964093000
Start in 2024,,2066,3668171800
Start in 2024,,2067,3393101800
Start in 2024,,2068,3137555000
Start in 2024,,2069,2900270800
Start in 2024,,2070,2680056000
Start in 2024,,2071,2475780900
Start in 2024,,2072,2286380000
Start in 2024,,2073,2110848000
Start in 2024,,2074,1948238000
Start in 2024,,2075,1797660000
Start in 2024,,2076,1658280100
Start in 2024,,2077,1529312000
Start in 2024,,2078,1410022900
Start in 2024,,2079,1299724000
Start in 2024,,2080,1197772900
Start in 2024,,2081,1103568000
Start in 2024,,2082,1016546940
Start in 2024,,2083,936187970
Start in 2024,,2084,862003000
Start in 2024,,2085,793535000
Start in 2024,,2086,730362000
Start in 2024,,2087,672088960
Start in 2024,,2088,618351000
Start in 2024,,2089,568807000
Start in 2024,,2090,523140000
Start in 2024,,2091,481057000
Start in 2024,,2092,442285000
Start in 2024,,2093,406572000
Start in 2024,,2094,373683000
Start in 2024,,2095,343401020
Start in 2024,,2096,315526000
Start in 2024,,2097,289869980
Start in 2024,,2098,266262000
Start in 2024,,2099,244543000
Start in 2024,,2100,224564000
Start in 2025,,2025,42332380000
Start in 2025,,2026,42127315000
Start in 2025,,2027,41565274000
Start in 2025,,2028,40717290000
Start in 2025,,2029,39643990000
Start in 2025,,2030,38396940000
Start in 2025,,2031,37019840000
Start in 2025,,2032,35549550000
Start in 2025,,2033,34017018000
Start in 2025,,2034,32448070000
Start in 2025,,2035,30864116000
Start in 2025,,2036,29282767000
Start in 2025,,2037,27718357000
Start in 2025,,2038,26182429000
Start in 2025,,2039,24684122000
Start in 2025,,2040,23230552000
Start in 2025,,2041,21827092000
Start in 2025,,2042,20477665000
Start in 2025,,2043,19184960000
Start in 2025,,2044,17950638000
Start in 2025,,2045,16775513000
Start in 2025,,2046,15659688000
Start in 2025,,2047,14602696000
Start in 2025,,2048,13603598000
Start in 2025,,2049,12661095000
Start in 2025,,2050,11773592000
Start in 2025,,2051,10939270000
Start in 2025,,2052,10156150000
Start in 2025,,2053,9422138000
Start in 2025,,2054,8735065000
Start in 2025,,2055,8092720000
Start in 2025,,2056,7492883500
Start in 2025,,2057,6933343700
Start in 2025,,2058,6411920000
Start in 2025,,2059,5926477000
Start in 2025,,2060,5474934300
Start in 2025,,2061,5055277000
Start in 2025,,2062,4665563000
Start in 2025,,2063,4303929000
Start in 2025,,2064,3968589000
Start in 2025,,2065,3657842000
Start in 2025,,2066,3370069000
Start in 2025,,2067,3103734000
Start in 2025,,2068,2857382100
Start in 2025,,2069,2629642000
Start in 2025,,2070,2419217200
Start in 2025,,2071,2224890000
Start in 2025,,2072,2045516000
Start in 2025,,2073,1880021000
Start in 2025,,2074,1727399000
Start in 2025,,2075,1586708000
Start in 2025,,2076,1457069000
Start in 2025,,2077,1337659900
Start in 2025,,2078,1227715100
Start in 2025,,2079,1126521000
Start in 2025,,2080,1033415000
Start in 2025,,2081,947778000
Start in 2025,,2082,869037000
Start in 2025,,2083,796659000
Start in 2025,,2084,730151000
Start in 2025,,2085,669053000
Start in 2025,,2086,612943000
Start in 2025,,2087,561426000
Start in 2025,,2088,514139000
Start in 2025,,2089,470746020
Start in 2025,,2090,430937000
Start in 2025,,2091,394424000
Start in 2025,,2092,360941000
Start in 2025,,2093,330245000
Start in 2025,,2094,302109980
Start in 2025,,2095,276327000
Start in 2025,,2096,252705010
Start in 2025,,2097,231067000
Start in 2025,,2098,211250000
Start in 2025,,2099,193104000
Start in 2025,,2100,176492000
Start in 2026,,2026,42332380000
Start in 2026,,2027,42105550000
Start in 2026,,2028,41486850000
Start in 2026,,2029,40558346000
Start in 2026,,2030,39389475000
Start in 2026,,2031,38038740000
Start in 2026,,2032,36555240000
Start in 2026,,2033,34979955000
Start in 2026,,2034,33346904000
Start in 2026,,2035,31684150000
Start in 2026,,2036,30014622000
Start in 2026,,2037,28356910000
Start in 2026,,2038,26725880000
Start in 2026,,2039,25133259000
Start in 2026,,2040,23588108000
Start in 2026,,2041,22097248000
Start in 2026,,2042,20665625000
Start in 2026,,2043,19296612000
Start in 2026,,2044,17992282000
Start in 2026,,2045,16753645000
Start in 2026,,2046,15580829000
Start in 2026,,2047,14473261000
Start in 2026,,2048,13429803000
Start in 2026,,2049,12448870000
Start in 2026,,2050,11528543000
Start in 2026,,2051,10666637000
Start in 2026,,2052,9860793000
Start in 2026,,2053,9108521000
Start in 2026,,2054,8407262700
Start in 2026,,2055,7754423300
Start in 2026,,2056,7147407000
Start in 2026,,2057,6583646700
Start in 2026,,2058,6060625000
Start in 2026,,2059,5575885000
Start in 2026,,2060,5127052000
Start in 2026,,2061,4711835600
Start in 2026,,2062,4328042000
Start in 2026,,2063,3973574000
Start in 2026,,2064,3646436000
Start in 2026,,2065,3344737000
Start in 2026,,2066,3066687200
Start in 2026,,2067,2810594000
Start in 2026,,2068,2574871000
Start in 2026,,2069,2358022000
Start in 2026,,2070,2158646000
Start in 2026,,2071,1975433000
Start in 2026,,2072,1807158000
Start in 2026,,2073,1652676000
Start in 2026,,2074,1510924000
Start in 2026,,2075,1380910100
Start in 2026,,2076,1261712000
Start in 2026,,2077,1152475900
Start in 2026,,2078,1052408000
Start in 2026,,2079,960773000
Start in 2026,,2080,876891000
Start in 2026,,2081,800132000
Start in 2026,,2082,729917000
Start in 2026,,2083,665707000
Start in 2026,,2084,607008000
Start in 2026,,2085,553362000
Start in 2026,,2086,504349000
Start in 2026,,2087,459582000
Start in 2026,,2088,418704000
Start in 2026,,2089,381387000
Start in 2026,,2090,347329000
Start in 2026,,2091,316253980
Start in 2026,,2092,287907000
Start in 2026,,2093,262054000
Start in 2026,,2094,238482000
Start in 2026,,2095,216994000
Start in 2026,,2096,197410000
Start in 2026,,2097,179565000
Start in 2026,,2098,163308000
Start in 2026,,2099,148500000
Start in 2026,,2100,135014990
Start in 2027,,2027,42332380000
Start in 2027,,2028,42080125000
Start in 2027,,2029,41395765000
Start in 2027,,2030,40374825000
Start in 2027,,2031,39097300000
Start in 2027,,2032,37629903000
Start in 2027,,2033,36028002000
Start in 2027,,2034,34337288000
Start in 2027,,2035,32595180000
Start in 2027,,2036,30832122000
Start in 2027,,2037,29072600000
Start in 2027,,2038,27336110000
Start in 2027,,2039,25637923000
Start in 2027,,2040,23989770000
Start in 2027,,2041,22400430000
Start in 2027,,2042,20876229000
Start in 2027,,2043,19421454000
Start in 2027,,2044,18038729000
Start in 2027,,2045,16729322000
Start in 2027,,2046,15493396000
Start in 2027,,2047,14330242000
Start in 2027,,2048,13238455000
Start in 2027,,2049,12216096000
Start in 2027,,2050,11260826000
Start in 2027,,2051,10370003000
Start in 2027,,2052,9540787000
Start in 2027,,2053,8770207000
